Ticker,Name,Sector,Industry,Price,P_Target,Prob_Up %,Analyst_recomm,Buy_percent,Sell_percent,Analysts_number
7741.T,HOYA CORP,Healthcare,Medical Instruments & Supplies,16805.0,17384.6,3.45,buy,58.33,0.0,12
DSS,"DSS, Inc.",Consumer Cyclical,Packaging & Containers,0.24,1.5,525.0,buy,100.0,0.0,1
4708.T,RELIA INC,Industrials,Specialty Business Services,1463.0,1160.0,-20.71,hold,100.0,0.0,4
ARZZ3.SA,AREZZO CO   ON      NM,Consumer Cyclical,Footwear & Accessories,79.65,100.72,26.45,buy,45.45,9.09,11
CNTG,Centogene N.V.,Healthcare,Diagnostics & Research,0.8,1.5,87.5,buy,100.0,0.0,1
TEO,Telecom Argentina SA,Communication Services,Telecom Services,6.34,5.65,-10.88,underperform,55.56,11.11,9
1944.T,KINDEN CORPORATION,Industrials,Engineering & Construction,1932.0,1706.0,-11.7,hold,25.0,0.0,4
RMBL,"RumbleOn, Inc.",Consumer Cyclical,Auto & Truck Dealerships,10.89,14.0,28.56,buy,100.0,0.0,1
XXII,"22nd Century Group, Inc",Consumer Defensive,Tobacco,0.39,4.1,951.28,buy,100.0,0.0,1
SK.PA,S.E.B.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",88.4,121.0,36.88,buy,54.55,9.09,11
BKI,"Black Knight, Inc.",Technology,Software—Application,57.0,62.8,10.18,buy,73.33,0.0,15
COMM,"CommScope Holding Company, Inc.",Technology,Communication Equipment,4.7,8.31,76.81,buy,64.29,0.0,14
SEMR,"SEMrush Holdings, Inc.",Technology,Software—Application,8.58,10.4,21.21,hold,42.86,0.0,7
NOMD,Nomad Foods Limited,Consumer Defensive,Packaged Foods,17.5,24.04,37.37,buy,100.0,0.0,6
ABCB,Ameris Bancorp,Financial Services,Banks—Regional,33.3,41.92,25.89,buy,33.33,0.0,6
IGG.L,IG GROUP HOLDINGS PLC ORD 0.005,Financial Services,Capital Markets,674.0,1131.0,67.8,buy,40.0,20.0,5
ZTO,ZTO Express (Cayman) Inc.,Industrials,Integrated Freight & Logistics,25.27,37.33,47.72,strong_buy,86.67,13.33,15
AGM,Federal Agricultural Mortgage C,Financial Services,Credit Services,140.97,175.0,24.14,strong_buy,0.0,0.0,3
CWY.AX,CLEANAWAY FPO,Industrials,Waste Management,2.56,2.81,9.77,hold,28.57,0.0,7
IDX.AX,INTEG DIAG FPO,Healthcare,Diagnostics & Research,3.17,3.18,0.32,buy,75.0,25.0,4
MFG.AX,MAG FINC FPO,Financial Services,Asset Management,8.66,8.44,-2.54,hold,40.0,10.0,10
WST,"West Pharmaceutical Services, I",Healthcare,Medical Instruments & Supplies,367.0,370.89,1.06,buy,57.14,14.29,7
FL,"Foot Locker, Inc.",Consumer Cyclical,Apparel Retail,25.93,34.06,31.35,hold,33.33,9.52,21
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Biotechnology,124.86,200.06,60.23,buy,76.19,0.0,21
R,"Ryder System, Inc.",Industrials,Rental & Leasing Services,82.02,99.33,21.1,buy,44.44,0.0,9
AUPH,Aurinia Pharmaceuticals Inc,Healthcare,Biotechnology,9.23,16.0,73.35,buy,100.0,0.0,5
MRCC,Monroe Capital Corporation,Financial Services,Asset Management,7.78,9.58,23.14,hold,88.89,0.0,9
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,337.28,335.24,-0.6,buy,23.08,0.0,13
CPR.MI,CAMPARI,Consumer Defensive,Beverages—Wineries & Distilleries,12.29,12.4,0.9,buy,41.67,16.67,24
AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,49.88,51.0,2.25,hold,50.0,0.0,8
LAND,Gladstone Land Corporation,Real Estate,REIT—Specialty,15.94,19.42,21.83,buy,66.67,0.0,6
NJR,NewJersey Resources Corporation,Utilities,Utilities—Regulated Gas,45.98,52.17,13.46,buy,28.57,0.0,7
CLMT,Calumet Specialty Products Part,Energy,Oil & Gas E&P,15.91,25.3,59.02,buy,20.0,20.0,5
OR,Osisko Gold Royalties Ltd,Basic Materials,Gold,15.06,14.02,-6.91,hold,0.0,100.0,1
HOFV,Hall of Fame Resort & Entertain,Communication Services,Entertainment,10.62,20.75,95.39,strong_buy,100.0,0.0,2
CNF,CNFinance Holdings Limited,Financial Services,Mortgage Finance,3.01,5.49,82.39,buy,100.0,0.0,1
AVTX,"Avalo Therapeutics, Inc.",Healthcare,Biotechnology,4.42,7.33,65.84,buy,66.67,0.0,3
ILPT,Industrial Logistics Properties,Real Estate,REIT—Industrial,2.86,6.0,109.79,hold,100.0,0.0,3
ITUB,Itau Unibanco Banco Holding SA,Financial Services,Banks—Regional,5.94,6.57,10.61,buy,28.57,14.29,7
VCISF,VINCI,Industrials,Engineering & Construction,113.54,33.51,-70.49,strong_buy,100.0,0.0,1
4716.T,ORACLE CORP JAPAN,Technology,Software—Application,11700.0,9465.0,-19.1,buy,40.0,0.0,5
COG.AX,CONOPERGRP FPO,Financial Services,Capital Markets,1.35,1.9,40.74,strong_buy,100.0,0.0,1
NESN.SW,NESTLE N,Consumer Defensive,Packaged Foods,108.78,121.0,11.23,buy,100.0,0.0,1
CCCS,CCC Intelligent Solutions Holdi,Technology,Software—Infrastructure,10.86,11.78,8.47,buy,63.64,0.0,11
RJF,"Raymond James Financial, Inc.",Financial Services,Capital Markets,97.19,109.0,12.15,buy,42.86,0.0,7
8303.T,SBI SHINSEI BANK LTD,Financial Services,Banks—Regional,2807.0,2650.0,-5.59,hold,45.45,0.0,11
ALRS,Alerus Financial Corporation,Financial Services,Banks—Regional,17.98,16.75,-6.84,hold,0.0,0.0,5
ELA,Envela Corporation,Consumer Cyclical,Luxury Goods,6.98,11.5,64.76,buy,100.0,0.0,2
ARW,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,135.08,129.67,-4.01,hold,44.44,11.11,9
ESNT,Essent Group Ltd.,Financial Services,Insurance—Specialty,44.42,49.25,10.87,buy,58.33,0.0,12
NOS.LS,"NOS, SGPS, SA",Communication Services,Telecom Services,3.3,4.1,24.24,hold,46.67,6.67,15
OTRK,"Ontrak, Inc.",Healthcare,Health Information Services,0.57,2.5,338.6,buy,100.0,0.0,1
GAN,GAN Limited,Consumer Cyclical,Gambling,1.34,3.13,133.58,buy,50.0,0.0,4
GRG.L,GREGGS PLC ORD 2P,Consumer Defensive,Grocery Stores,2516.0,3179.09,26.35,buy,42.86,0.0,7
CCNE,CNB Financial Corporation,Financial Services,Banks—Regional,17.77,23.5,32.25,buy,100.0,0.0,1
XOMA,XOMA Corporation,Healthcare,Biotechnology,18.51,62.5,237.66,buy,66.67,0.0,3
ELI.BR,ELIA GROUP,Utilities,Utilities—Regulated Electric,113.6,130.3,14.7,hold,60.0,0.0,5
ALLY,Ally Financial Inc.,Financial Services,Credit Services,26.37,31.76,20.44,hold,70.59,5.88,17
BRC,Brady Corporation,Industrials,Security & Protection Services,48.1,61.0,26.82,buy,33.33,16.67,6
GLBS,Globus Maritime Limited,Industrials,Marine Shipping,0.95,3.5,268.42,buy,100.0,0.0,1
SPB,"Spectrum Brands Holdings, Inc.",Consumer Defensive,Household & Personal Products,74.53,86.57,16.15,buy,83.33,0.0,12
NMTC,NeuroOne Medical Technologies C,Healthcare,Medical Devices,1.05,2.63,150.48,buy,50.0,0.0,2
PX,"P10, Inc.",Financial Services,Asset Management,10.9,13.92,27.71,buy,57.89,5.26,19
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers—General,165.48,179.71,8.6,buy,52.17,13.04,23
KAVL,Kaival Brands Innovations Group,Consumer Defensive,Tobacco,0.91,2.0,119.78,buy,100.0,0.0,1
ALTO,"Alto Ingredients, Inc.",Basic Materials,Specialty Chemicals,2.41,5.0,107.47,buy,100.0,0.0,3
TRIB,Trinity Biotech plc,Healthcare,Diagnostics & Research,1.0,4.0,300.0,none,100.0,0.0,3
SSIC,Silver Spike Investment Corp.,Healthcare,Drug Manufacturers—Specialty & Generic,8.14,11.4,40.05,buy,50.0,0.0,2
REI,"Ring Energy, Inc.",Energy,Oil & Gas E&P,1.72,5.75,234.3,hold,100.0,0.0,10
MGI,"Moneygram International, Inc.",Financial Services,Credit Services,10.99,11.0,0.09,hold,0.0,0.0,5
DUNI.ST,Duni AB,Consumer Defensive,Household & Personal Products,100.4,150.0,49.4,buy,100.0,0.0,1
GSL,Global Ship Lease Inc New,Industrials,Marine Shipping,18.81,28.25,50.19,strong_buy,100.0,0.0,4
GFI,Gold Fields Limited,Basic Materials,Gold,14.28,16.93,18.56,hold,25.0,50.0,4
CTMX,"CytomX Therapeutics, Inc.",Healthcare,Biotechnology,1.54,2.52,63.64,hold,85.71,0.0,7
WWW,"Wolverine World Wide, Inc.",Consumer Cyclical,Footwear & Accessories,13.43,19.13,42.44,hold,33.33,6.67,15
GYM.L,THE GYM GROUP PLC ORD 0.01P,Consumer Cyclical,Leisure,91.2,173.86,90.64,buy,80.0,20.0,5
4023.T,KUREHA CORPORATION,Basic Materials,Specialty Chemicals,8410.0,10338.6,22.93,buy,75.0,0.0,4
ROAD,"Construction Partners, Inc.",Industrials,Engineering & Construction,32.4,33.43,3.18,strong_buy,100.0,0.0,4
CANF,Can-Fite Biopharma Ltd Sponsore,Healthcare,Biotechnology,3.08,40.83,1225.65,buy,100.0,0.0,2
CTV,Innovid Corp.,Communication Services,Advertising Agencies,1.03,2.27,120.39,buy,75.0,0.0,4
DMTK,"DermTech, Inc.",Healthcare,Diagnostics & Research,2.32,5.1,119.83,buy,66.67,0.0,6
BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,45.23,54.14,19.7,buy,38.1,14.29,21
INFI,"Infinity Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.22,0.3,36.36,hold,25.0,0.0,4
NVAX,"Novavax, Inc.",Healthcare,Biotechnology,6.7,22.0,228.36,hold,28.57,0.0,7
NKOSF,LABRADOR GOLD CORP,Basic Materials,Gold,0.17,0.55,223.53,buy,100.0,0.0,1
AKZA.AS,AKZO NOBEL,Basic Materials,Specialty Chemicals,70.42,80.9,14.88,buy,30.0,20.0,20
CHKP,Check Point Software Technologi,Technology,Software—Infrastructure,126.06,134.83,6.96,hold,36.11,2.78,36
REI-UN.TO,RIOCAN REAL EST UN,Real Estate,REIT—Retail,18.39,25.06,36.27,buy,87.5,0.0,8
WASH,"Washington Trust Bancorp, Inc.",Financial Services,Banks—Regional,26.91,29.5,9.62,hold,25.0,0.0,4
LVTX,LAVA Therapeutics N.V.,Healthcare,Biotechnology,2.15,7.2,234.88,strong_buy,100.0,0.0,5
HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,12.29,29.33,138.65,hold,66.67,33.33,3
BCOV,Brightcove Inc.,Technology,Software—Application,3.93,6.75,71.76,hold,80.0,0.0,5
NWG,NatWest Group plc,Financial Services,Banks—Diversified,5.79,9.71,67.7,strong_buy,100.0,0.0,1
KBL.TO,KBRO LINEN INC.,Industrials,Specialty Business Services,30.86,38.96,26.25,buy,57.14,0.0,7
TENX,"Tenax Therapeutics, Inc.",Healthcare,Biotechnology,0.31,5.5,1674.19,buy,100.0,0.0,1
CMPX,"Compass Therapeutics, Inc.",Healthcare,Biotechnology,3.15,9.17,191.11,buy,87.5,0.0,8
STM.DE,STABILUS SE INH. O.N.,Industrials,Specialty Industrial Machinery,55.25,69.9,26.52,buy,50.0,8.33,12
GRPN,"Groupon, Inc.",Communication Services,Internet Content & Information,5.49,4.72,-14.03,hold,27.78,27.78,18
AWKNF,AWAKN LIFE SCIENCES CORP,Healthcare,Biotechnology,0.19,9.95,5136.84,buy,100.0,0.0,1
SRZN,"Surrozen, Inc.",Healthcare,Biotechnology,0.62,2.25,262.9,hold,33.33,33.33,3
KT,KT Corporation,Communication Services,Telecom Services,11.57,14.54,25.67,hold,0.0,0.0,2
4401.T,ADEKA CORPORATION,Basic Materials,Specialty Chemicals,2536.5,2916.0,14.96,buy,100.0,0.0,2
MB.MI,MEDIOBANCA,Financial Services,Banks—Regional,10.76,11.8,9.67,buy,63.64,0.0,11
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,188.69,196.4,4.09,buy,11.76,0.0,17
ITP.PA,INTERPARFUMS,Consumer Defensive,Household & Personal Products,71.3,77.9,9.26,buy,50.0,16.67,6
NVG.LS,THE NAVIGATOR COMP,Basic Materials,Paper & Paper Products,3.06,4.1,33.99,hold,85.71,0.0,7
PB,"Prosperity Bancshares, Inc.",Financial Services,Banks—Regional,55.49,68.86,24.09,buy,12.5,12.5,16
PST.MI,POSTE ITALIANE,Industrials,Conglomerates,9.52,11.5,20.8,buy,33.33,0.0,12
EVT.AX,EVTLTD FPO,Communication Services,Entertainment,12.05,16.52,37.1,buy,75.0,25.0,4
COFB.BR,COFINIMMO,Real Estate,REIT—Diversified,69.0,93.0,34.78,hold,22.22,44.44,9
DELL,Dell Technologies Inc.,Technology,Computer Hardware,50.87,52.21,2.63,buy,68.42,0.0,19
PINS,"Pinterest, Inc.",Communication Services,Internet Content & Information,26.24,28.4,8.23,hold,38.24,2.94,34
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,394.05,443.75,12.61,hold,12.5,18.75,16
ELEV,"Elevation Oncology, Inc.",Healthcare,Biotechnology,1.52,7.17,371.71,strong_buy,66.67,0.0,3
GMRE,Global Medical REIT Inc.,Real Estate,REIT—Healthcare Facilities,8.95,10.54,17.77,buy,80.0,0.0,5
VEL,"Velocity Financial, Inc.",Financial Services,Mortgage Finance,12.5,11.38,-8.96,buy,75.0,0.0,4
ENIC,Enel Chile S.A.,Utilities,Utilities—Regulated Electric,3.34,2629.97,78641.62,buy,60.0,20.0,5
INTR,Inter & Co. Inc.,Financial Services,Banks—Regional,3.27,3.68,12.54,buy,63.64,18.18,11
ITT,ITT Inc.,Industrials,Specialty Industrial Machinery,87.07,98.4,13.01,buy,76.92,7.69,13
LIAB.ST,Lindab International AB,Industrials,Building Products & Equipment,147.5,223.0,51.19,buy,60.0,0.0,5
BPT,BP Prudhoe Bay Royalty Trust,Energy,Oil & Gas Midstream,5.16,2.52,-51.16,buy,100.0,0.0,1
3088.T,MATSUKIYOCOCOKARA & CO,Healthcare,Pharmaceutical Retailers,8079.0,8140.9,0.77,buy,57.14,0.0,7
GVA,Granite Construction Incorporat,Industrials,Engineering & Construction,39.28,51.4,30.86,buy,81.82,0.0,11
USNA,"USANA Health Sciences, Inc.",Consumer Defensive,Packaged Foods,61.03,56.0,-8.24,hold,100.0,0.0,2
4118.T,KANEKA CORP,Basic Materials,Specialty Chemicals,3885.0,4190.0,7.85,buy,0.0,0.0,4
UNF,Unifirst Corporation,Industrials,Specialty Business Services,165.73,194.0,17.06,hold,16.67,0.0,6
CDIO,Cardio Diagnostics Holdings Inc,Healthcare,Biotechnology,1.26,8.0,534.92,buy,100.0,0.0,1
AGRI,AgriFORCE  Growing Systems Ltd.,Consumer Defensive,Farm Products,0.23,3.75,1530.43,buy,100.0,0.0,1
SMR,NuScale Power Corporation,Industrials,Specialty Industrial Machinery,7.27,13.5,85.69,buy,50.0,0.0,4
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,123.02,129.44,5.22,strong_buy,100.0,0.0,5
SHPW,"Shapeways Holdings, Inc.",Industrials,Specialty Industrial Machinery,3.18,1.47,-53.77,buy,100.0,0.0,2
ITI,"Iteris, Inc.",Technology,Communication Equipment,4.22,5.5,30.33,buy,100.0,0.0,4
CLSK,"CleanSpark, Inc.",Financial Services,Capital Markets,4.59,8.0,74.29,buy,100.0,0.0,4
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,171.15,188.46,10.11,buy,46.67,6.67,30
LUNMF,LUNDIN MINING CORP,Basic Materials,Copper,7.81,8.74,11.91,buy,100.0,0.0,2
CTY1S.HE,Citycon Oyj,Real Estate,Real Estate—Diversified,5.83,6.4,9.78,underperform,46.15,23.08,13
UGRO,"urban-gro, Inc.",Industrials,Farm & Heavy Construction Machinery,1.33,8.75,557.89,buy,100.0,0.0,4
4928.T,NOEVIR HLDGS CO LTD,Consumer Defensive,Household & Personal Products,5450.0,5730.0,5.14,none,100.0,0.0,1
QFIN,"Qifu Technology, Inc",Financial Services,Credit Services,16.3,26.2,60.74,strong_buy,100.0,0.0,12
RAIL3.SA,RUMO S.A.   ON      NM,Industrials,Railroads,21.82,24.89,14.07,buy,90.0,0.0,10
RNW,ReNew Energy Global plc,Utilities,Utilities—Renewable,5.49,7.97,45.17,buy,100.0,0.0,7
RET.BR,RETAIL ESTATES,Real Estate,REIT—Retail,62.1,72.2,16.26,buy,100.0,0.0,1
BRY,Berry Corporation (bry),Energy,Oil & Gas E&P,6.72,9.6,42.86,buy,100.0,0.0,9
PAYS,"Paysign, Inc.",Technology,Software—Infrastructure,2.48,4.81,93.95,strong_buy,100.0,0.0,4
HOOK,HOOKIPA Pharma Inc.,Healthcare,Biotechnology,0.88,4.47,407.95,buy,75.0,12.5,8
6630.T,YA-MAN LTD,Consumer Defensive,Household & Personal Products,1003.0,1178.0,17.45,hold,100.0,0.0,1
FLNC,"Fluence Energy, Inc.",Utilities,Utilities—Renewable,23.88,29.19,22.24,buy,65.0,0.0,20
CORZQ,CORE SCIENTIFIC INC,Technology,Software—Infrastructure,0.69,0.75,8.7,hold,0.0,0.0,4
VNRX,VolitionRX Limited,Healthcare,Diagnostics & Research,1.5,5.15,243.33,buy,100.0,0.0,3
WEC,"WEC Energy Group, Inc.",Utilities,Utilities—Regulated Electric,87.9,100.33,14.14,buy,36.36,9.09,11
EVGN,Evogene Ltd.,Healthcare,Biotechnology,1.03,1.5,45.63,buy,50.0,0.0,2
PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,70.87,91.93,29.72,buy,42.86,0.0,7
PRTA,Prothena Corporation plc,Healthcare,Biotechnology,69.78,93.0,33.28,buy,100.0,0.0,12
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,70.56,87.69,24.28,buy,35.29,11.76,17
PAGS,PagSeguro Digital Ltd.,Technology,Software—Infrastructure,10.08,12.87,27.68,buy,62.5,0.0,8
MITT,"AG Mortgage Investment Trust, I",Real Estate,REIT—Mortgage,6.1,6.94,13.77,hold,0.0,0.0,3
LPP.WA,LPP,Consumer Cyclical,Apparel Manufacturing,13480.0,13241.8,-1.77,buy,0.0,71.43,14
GRAB,Grab Holdings Limited,Technology,Software—Application,3.2,4.19,30.94,buy,81.82,9.09,22
8956.T,NTT UD REIT INVESTMENT CORPORAT,Real Estate,REIT—Diversified,130000.0,143000.0,10.0,hold,25.0,0.0,4
ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories,29.76,34.65,16.43,buy,75.0,16.67,12
RWT,"Redwood Trust, Inc.",Real Estate,REIT—Mortgage,6.11,8.25,35.02,buy,33.33,0.0,3
ERLFF,ENTREE RESOURCES LTD,Basic Materials,Other Industrial Metals & Mining,0.89,1.48,66.29,buy,100.0,0.0,1
FLGC,Flora Growth Corp.,Healthcare,Drug Manufacturers—Specialty & Generic,3.12,20.0,541.03,buy,100.0,0.0,2
NUS,"Nu Skin Enterprises, Inc.",Consumer Defensive,Household & Personal Products,32.11,40.25,25.35,hold,50.0,33.33,6
IMCR,Immunocore Holdings plc,Healthcare,Biotechnology,59.58,80.86,35.72,buy,100.0,0.0,13
APTX,Aptinyx Inc.,Healthcare,Biotechnology,0.07,0.5,614.29,hold,100.0,0.0,4
ABT,Abbott Laboratories,Healthcare,Medical Devices,108.05,123.9,14.67,buy,65.0,0.0,20
DFDS.CO,DFDS A/S,Industrials,Marine Shipping,245.8,385.0,56.63,buy,33.33,0.0,6
KYMR,"Kymera Therapeutics, Inc.",Healthcare,Biotechnology,22.97,53.94,134.83,buy,72.22,0.0,18
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,43.42,49.39,13.75,hold,57.14,0.0,14
ATLC,Atlanticus Holdings Corporation,Financial Services,Credit Services,40.19,49.33,22.74,buy,100.0,0.0,2
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,67.78,91.78,35.41,buy,57.14,0.0,21
BMED.MI,BANCA MEDIOLANUM,Financial Services,Banks—Regional,8.17,10.7,30.97,strong_buy,44.44,0.0,9
PTRA,Proterra Inc,Consumer Cyclical,Auto Manufacturers,1.14,4.19,267.54,buy,57.14,14.29,7
CDA.AX,CODAN FPO,Technology,Scientific & Technical Instruments,7.38,6.6,-10.57,buy,100.0,0.0,2
MTS.AX,METCASHLTD FPO,Consumer Defensive,Food Distribution,3.59,4.14,15.32,hold,27.27,45.45,11
THMO,"ThermoGenesis Holdings, Inc.",Healthcare,Medical Devices,1.27,5.0,293.7,none,100.0,0.0,1
CHRS,"Coherus BioSciences, Inc.",Healthcare,Biotechnology,3.99,14.43,261.65,buy,100.0,0.0,8
WSFS,WSFS Financial Corporation,Financial Services,Banks—Regional,35.17,42.5,20.84,buy,66.67,0.0,6
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,126.75,140.81,11.09,strong_buy,61.11,0.0,18
IEL.AX,IEL FPO,Consumer Defensive,Education & Training Services,21.71,27.91,28.56,buy,62.5,25.0,8
IGD.MI,IGD,Real Estate,REIT—Diversified,2.4,3.2,33.33,hold,83.33,0.0,6
ADP,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,213.83,231.12,8.09,hold,11.11,0.0,18
ASX,"ASE Technology Holding Co., Ltd",Technology,Semiconductors,8.66,7.28,-15.94,buy,100.0,0.0,1
NRC.OL,NRC GROUP,Industrials,Railroads,10.8,19.0,75.93,strong_buy,100.0,0.0,4
BHVN,Biohaven Ltd.,Healthcare,Biotechnology,23.2,26.6,14.66,buy,100.0,0.0,5
TOTS3.SA,TOTVS       ON      NM,Technology,Software—Application,29.77,36.9,23.95,buy,8.33,16.67,12
K.TO,KINROSS GOLD CORP.,Basic Materials,Gold,6.09,8.62,41.54,buy,41.67,8.33,12
CUBE,CubeSmart,Real Estate,REIT—Industrial,43.38,51.5,18.72,buy,35.71,7.14,14
FLUX,"Flux Power Holdings, Inc.",Industrials,Electrical Equipment & Parts,3.91,10.75,174.94,buy,100.0,0.0,3
DTE,DTE Energy Company,Utilities,Utilities—Regulated Electric,110.0,127.58,15.98,buy,36.36,9.09,11
RDWR,Radware Ltd.,Technology,Software—Infrastructure,19.24,21.5,11.75,hold,85.71,0.0,7
ASML.AS,ASML HOLDING,Technology,Semiconductor Equipment & Materials,640.8,713.3,11.31,buy,65.71,8.57,35
DAIO,Data I/O Corporation,Technology,Electronic Components,4.47,7.6,70.02,strong_buy,100.0,0.0,1
PLNHF,PLANET 13 HOLDINGS INC,Healthcare,Drug Manufacturers—Specialty & Generic,0.58,0.95,63.79,hold,0.0,0.0,1
8050.T,SEIKO GROUP CORPORATION,Consumer Cyclical,Footwear & Accessories,2578.0,3850.0,49.34,buy,40.0,0.0,5
FORT.L,FORTERRA PLC ORD 1P,Basic Materials,Building Materials,159.2,253.22,59.06,buy,80.0,0.0,10
TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,10.72,13.4,25.0,buy,57.14,42.86,7
IVDA,"Iveda Solutions, Inc.",Industrials,Security & Protection Services,1.16,3.0,158.62,buy,100.0,0.0,1
AZTA,"Azenta, Inc.",Healthcare,Medical Instruments & Supplies,43.67,52.5,20.22,hold,40.0,0.0,5
EMBK,"Embark Technology, Inc.",Technology,Software—Application,2.8,3.0,7.14,hold,0.0,0.0,1
TGT,Target Corporation,Consumer Defensive,Discount Stores,131.83,174.7,32.52,buy,15.38,15.38,26
UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,90.13,104.33,15.76,buy,66.67,0.0,3
MYPK3.SA,IOCHP-MAXIONON      NM,Consumer Cyclical,Auto Parts,13.0,16.41,26.23,hold,86.67,0.0,15
CMRX,"Chimerix, Inc.",Healthcare,Biotechnology,1.31,7.29,456.49,buy,0.0,16.67,6
KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,21.45,24.08,12.26,hold,33.33,19.05,21
4726.T,SB TECHNOLOGY CORP,Technology,Information Technology Services,2570.0,2850.0,10.89,buy,100.0,0.0,1
OMCL,"Omnicell, Inc.",Healthcare,Health Information Services,70.11,72.0,2.7,buy,62.5,0.0,8
9075.T,FUKUYAMA TRANSPORTING CO,Industrials,Trucking,3730.0,4087.5,9.58,hold,0.0,0.0,3
CDNA,"CareDx, Inc.",Healthcare,Diagnostics & Research,7.88,12.8,62.44,hold,100.0,0.0,3
VAL,Valaris Limited,Energy,Oil & Gas Equipment & Services,56.56,92.63,63.77,buy,88.89,0.0,9
AFRM,"Affirm Holdings, Inc.",Technology,Software—Infrastructure,14.81,13.65,-7.83,hold,0.0,100.0,3
4973.T,JAPAN PURE CHEMICAL,Basic Materials,Specialty Chemicals,2509.0,2500.0,-0.36,none,0.0,0.0,1
AGI.TO,ALAMOS GOLD INC CLS A,Basic Materials,Gold,15.47,19.36,25.15,buy,72.73,0.0,11
MGIC,Magic Software Enterprises Ltd.,Technology,Information Technology Services,13.46,23.0,70.88,strong_buy,100.0,0.0,3
1893.T,PENTA OCEAN CONSTRUCTION,Industrials,Engineering & Construction,767.9,858.0,11.73,buy,80.0,0.0,5
AINC,Ashford Inc. (Holding Company),Financial Services,Asset Management,9.67,16.0,65.46,buy,0.0,0.0,1
6473.T,JTEKT CORPORATION,Consumer Cyclical,Auto Parts,1279.0,1332.0,4.14,buy,33.33,0.0,6
SFL,SFL Corporation Ltd,Industrials,Marine Shipping,9.08,12.32,35.68,buy,16.67,0.0,6
CVBF,CVB Financial Corporation,Financial Services,Banks—Regional,12.97,18.0,38.78,buy,0.0,0.0,8
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,14.02,13.61,-2.92,hold,16.67,8.33,24
EFSC,Enterprise Financial Services C,Financial Services,Banks—Regional,38.97,51.0,30.87,buy,40.0,0.0,5
ESEA,Euroseas Ltd.,Industrials,Marine Shipping,21.58,39.5,83.04,buy,50.0,0.0,2
4819.T,DIGITAL GARAGE,Technology,Information Technology Services,3765.0,4800.0,27.49,buy,100.0,0.0,2
CRNT,Ceragon Networks Ltd.,Technology,Communication Equipment,1.97,5.63,185.79,buy,0.0,0.0,2
HYREQ,HYRECAR INC,Industrials,Rental & Leasing Services,0.01,4.5,44900.0,strong_buy,100.0,0.0,1
SONM,"Sonim Technologies, Inc.",Technology,Communication Equipment,1.18,2.0,69.49,buy,100.0,0.0,1
BMRA,"Biomerica, Inc.",Healthcare,Medical Devices,1.34,13.0,870.15,strong_buy,100.0,0.0,1
AI.TO,ATRIUM MORTGAGE INVESTMENT CORP,Financial Services,Mortgage Finance,10.85,13.62,25.53,buy,50.0,0.0,2
SVRA,"Savara, Inc.",Healthcare,Biotechnology,2.86,4.6,60.84,strong_buy,80.0,0.0,5
BSA.AX,BSA AUST FPO,Industrials,Engineering & Construction,0.57,1.1,92.98,strong_buy,100.0,0.0,3
AEIS,"Advanced Energy Industries, Inc",Industrials,Electrical Equipment & Parts,105.1,109.43,4.12,buy,25.0,0.0,8
AVON.L,AVON PROTECTION PLC ORD #1,Industrials,Aerospace & Defense,862.0,11.1,-98.71,buy,83.33,16.67,6
ERB.WA,ERBUD,Industrials,Engineering & Construction,38.0,30.0,-21.05,hold,100.0,0.0,3
TSE,Trinseo PLC,Basic Materials,Specialty Chemicals,12.26,19.67,60.44,buy,55.56,0.0,9
IRON,"Disc Medicine, Inc.",Healthcare,Biotechnology,52.47,61.63,17.46,strong_buy,100.0,0.0,8
FARM,Farmer Brothers Company,Consumer Defensive,Packaged Foods,2.79,6.0,115.05,buy,100.0,0.0,3
NOVA,Sunnova Energy International In,Technology,Solar,18.2,33.26,82.75,buy,88.46,0.0,26
